"id","score","path_id","user_id"
14429,0.8026866263112731,193,115
14430,0.28512190830659445,184,115
14431,0.6772377889332879,185,115
14432,0.8173978500326301,194,115
14433,0.5851437986173489,191,115
14434,0.2599690474873422,192,115
14435,0.6408413167538232,195,115
14436,0.8177661910130579,196,115
14437,0.40014401309515135,197,115
14440,0.7922151815533679,200,115
14441,0.22748940768429504,201,115
14442,0.008247360688930727,202,115
631,0.9128327202828005,86,18
2270,0.41551955806627494,147,37
2271,0.20141751290643128,151,37
2272,0.9727738456050209,152,37
2273,0.15398793008923517,153,37
188,0.8404951100213018,20,19
1162,0.0927715559796568,120,33
846,0.3043885439852855,87,31
847,0.04193945297787771,61,31
848,0.4790992854471193,10,31
1930,0.78435121836996,143,33
1945,0.41519537607156454,158,33
1946,0.3349129380913004,159,33
4542,0.22965869345699008,212,46
4544,0.27927606417301964,214,46
4545,0.8620441416643324,215,46
449,0.049000181390511655,79,26
450,0.7214670657151638,80,26
451,0.6205846198752751,81,26
452,0.39370123474463126,82,26
453,0.0017214687318728439,83,26
454,0.5526332681445739,84,26
4590,0.11090769704518699,260,46
4243,0.4862061403714828,53,41
4244,0.5732017981300256,123,41
4225,0.5217083026222472,141,41
4226,0.043524647626218216,115,41
4227,0.803330278010477,116,41
599,0.6427062915510499,110,28
2918,0.8332887373577644,173,28
2919,0.19189085029984065,119,28
2920,0.5624974388413059,120,28
2921,0.8972502604243279,121,28
2922,0.988194419541375,142,28
2958,0.7332841735945393,165,28
2959,0.2400181820348325,166,28
2960,0.48238024854377803,167,28
505,0.8396416300578116,109,26
506,0.8712415607649406,110,26
507,0.11519851037518258,111,26
508,0.22222526830109912,112,26
509,0.2571727534778767,114,26
510,0.6080370626578208,115,26
511,0.6754936292153426,116,26
6692,0.7039582367115343,121,53
515,0.497248765546212,113,26
6693,0.9998443517204714,142,53
6694,0.6635664456352411,143,53
6695,0.11026891343068168,144,53
6696,0.33370360783351805,122,53
6697,0.263446513746575,124,53
6698,0.3753965961760162,125,53
6699,0.5706871090711737,126,53
6700,0.6363780552616224,127,53
10601,0.01833114052088458,80,91
6701,0.6522522930323164,128,53
10602,0.8462184881689584,248,91
10603,0.7262323365404394,249,91
10604,0.8151639681906389,250,91
10605,0.7347895528385612,251,91
10606,0.00022713194976564655,82,91
10607,0.48954629228001856,252,91
10608,0.5810177349044142,253,91
10609,0.7733623562012759,254,91
10610,0.9639840909116282,255,91
10611,0.22125091294736388,256,91
10612,0.4382681030844666,83,91
10613,0.7641329607598696,257,91
10614,0.8010047785220565,84,91
10615,0.20506304895121608,258,91
10616,0.8601241674506932,85,91
10617,0.026531439356707653,89,91
10618,0.17890281351968196,259,91
10619,0.8802251728827278,90,91
10620,0.8850615543926335,260,91
10621,0.9343108150191558,261,91
10622,0.7838343644591085,262,91
10623,0.5134412767546438,263,91
10624,0.01998904662866463,91,91
10625,0.47806894432421954,264,91
10626,0.8391501590806466,20,91
10627,0.6998614449097366,92,91
8063,0.4878500128673362,52,70
8064,0.42952846827554303,50,70
8065,0.4236680908119901,55,70
8066,0.9881967584676334,86,70
8067,0.9410823055775195,58,70
8076,0.6849762424479267,90,70
8170,0.03989080190469663,177,70
8171,0.9344431724092958,178,70
8172,0.3816576056502613,179,70
8173,0.8487392966083392,180,70
8174,0.42940415137871646,181,70
8175,0.9224021549981428,189,70
8658,0.23881098440903625,86,80
8659,0.302575533968209,58,80
8660,0.528417346258751,60,80
8661,0.7395574146219374,59,80
8662,0.33166386514683255,138,80
8663,0.7009499382458005,87,80
8664,0.581520866788828,61,80
8665,0.7764973693428188,10,80
8666,0.8234540146501638,88,80
8667,0.7051774099004466,89,80
8668,0.978334886115819,90,80
8669,0.6281961781713888,15,80
8670,0.6337591141209357,16,80
8671,0.7129017967092396,19,80
8672,0.8479197042659021,18,80
8673,0.6693846279477662,21,80
8674,0.32589239153505667,22,80
8675,0.6523683727374131,23,80
8676,0.7692181058233841,91,80
8677,0.23247341310638436,92,80
8678,0.7411092168849814,93,80
8679,0.33489342111952136,94,80
8680,0.9108263896386387,51,80
8687,0.4506583968680984,101,80
8688,0.2836065510103314,102,80
8689,0.7055511297454218,139,80
8690,0.4309353692653326,103,80
8691,0.4794387734575771,104,80
8692,0.8212886465742467,105,80
8693,0.7669639336165159,107,80
8694,0.58744962222458,108,80
8695,0.3859356238739501,109,80
8696,0.6577643653344707,110,80
8697,0.10030178863608019,111,80
8698,0.642314887255087,112,80
8699,0.282414298997148,140,80
8700,0.319982196903584,114,80
189,0.5187755176794735,50,19
190,0.3025169942035387,55,19
192,0.19497867595647167,58,19
193,0.3173454334083312,60,19
194,0.8446011530510373,59,19
196,0.7289104202568936,61,19
197,0.06031449160053526,10,19
198,0.30327428898107656,15,19
200,0.9712342571880658,16,19
1120,0.28861456768709204,15,33
1121,0.863329691584594,16,33
1122,0.30046293566003823,19,33
1123,0.42510944743805323,18,33
1124,0.4007261746428553,21,33
1125,0.9750501932254373,22,33
1126,0.5776195705835083,23,33
1127,0.5282168989039467,91,33
1128,0.024590703351208498,92,33
1129,0.8344779230280062,93,33
1130,0.7333771583742764,94,33
4249,0.06205766834723758,128,41
455,0.9470127956825297,85,26
456,0.7363632895669512,52,26
457,0.8147366193085891,20,26
458,0.9645282438749978,50,26
459,0.4039628016793728,55,26
10628,0.9339836032661945,93,91
461,0.6927715965972088,86,26
462,0.2879993925251746,58,26
463,0.9201781724941106,60,26
464,0.30187026575188647,59,26
465,0.9403069691940324,87,26
466,0.2109738722397333,53,26
467,0.5470553764269654,61,26
468,0.8245015429553548,10,26
469,0.8043606300375954,88,26
470,0.8569546635667122,89,26
471,0.7509480042530858,90,26
472,0.4172624070511657,15,26
10629,0.4946473728102343,94,91
474,0.24477604224375815,16,26
475,0.7758393113839198,19,26
476,0.9365940635455735,18,26
477,0.2912226005846641,21,26
478,0.9993599284488283,22,26
479,0.816093242235749,23,26
480,0.8659403793094248,91,26
481,0.9145345184882427,92,26
482,0.9510280546919877,93,26
483,0.48020286181773253,94,26
485,0.44825972538448,51,26
494,0.28403825863929943,101,26
495,0.5160394373578403,102,26
496,0.8751338785557784,103,26
497,0.9124849728864071,104,26
498,0.07892519407972298,105,26
503,0.07189927651500372,107,26
504,0.37736677548267394,108,26
10635,0.7679167914813659,101,91
10636,0.9463779263801012,102,91
10637,0.22990404252253838,116,91
7956,0.01727067045135411,177,67
8085,0.16076027940536575,92,70
8086,0.13450857811519978,93,70
10638,0.6940812161014606,187,91
10639,0.5642195084699745,175,91
10640,0.14183223126805167,81,91
10641,0.8487978673315271,119,91
10642,0.7407129462998759,120,91
10643,0.8763952753959631,121,91
10644,0.6517773589712874,143,91
10645,0.623403185531492,144,91
10646,0.3045317191482547,124,91
10647,0.20141280902151737,125,91
10648,0.6765939101450118,126,91
10649,0.5335200558988761,127,91
10650,0.5108885457646051,128,91
10651,0.11405508555978561,145,91
10652,0.6308118858030844,146,91
8701,0.4979039989316839,141,80
8702,0.562662310977345,115,80
8703,0.048367941084425214,116,80
8706,0.7275457183053505,113,80
8707,0.23513964491307493,187,80
8708,0.6935386511728234,175,80
8709,0.4803740872351704,81,80
8711,0.8882253961392812,173,80
8712,0.772500194691639,119,80
8713,0.2575031124846835,120,80
8714,0.8111674335129442,121,80
8715,0.289632854656937,142,80
8716,0.9463551446061939,143,80
8717,0.6088279076176025,144,80
8718,0.15493458900314483,122,80
8719,0.8376025705811986,124,80
8720,0.38955381825414526,125,80
8721,0.4036464662389282,126,80
8722,0.26831182814063115,127,80
8723,0.17803450604094884,128,80
6710,0.26313515270639165,145,53
21883,0.23384614189604913,59,161
1077,0.4100032914769314,53,1
21884,0.12742311192852607,138,161
566,0.22271803385177102,15,28
568,0.07467197036877438,16,28
569,0.3327228717653592,19,28
570,0.4009472561608084,18,28
2977,0.10763221674291923,193,28
2558,0.600723159693041,86,15
2559,0.15696571492138633,58,15
2560,0.31001405790668357,60,15
2561,0.7919448200980526,59,15
2562,0.9384949624075691,138,15
201,0.6188354371480095,19,19
202,0.6095679402412914,18,19
203,0.5690332407320721,21,19
204,0.2148133651190547,22,19
205,0.7379935833195901,23,19
207,0.7640352098318138,51,19
4246,0.26834934905199526,125,41
4247,0.013406054518137478,126,41
4329,0.5606848666847246,219,41
4330,0.26087640648038013,220,41
4331,0.41148432012643743,221,41
4332,0.19547549456574065,222,41
6711,0.7534673848405242,146,53
6712,0.9046938640080407,148,53
8732,0.8469028679253346,145,80
8733,0.42299952345861236,146,80
6713,0.696354965017461,149,53
6714,0.9745920125144203,150,53
6715,0.4299921441071879,147,53
6716,0.09459469745382842,151,53
575,0.40079907855070174,92,28
10653,0.47468660175961463,148,91
10654,0.8717687905231019,147,91
8101,0.3557536471917465,107,70
8102,0.0456474358902168,108,70
8115,0.3990253175260582,187,70
8116,0.6897152416382033,175,70
8117,0.5194748935043075,81,70
8119,0.5508081766337902,173,70
8120,0.472904255216297,119,70
8121,0.4258299226614618,120,70
8734,0.9602969141275917,148,80
8735,0.8888526206294268,149,80
576,0.07870799563875752,93,28
8736,0.2624221817781781,150,80
8737,0.19677365314042694,147,80
8738,0.9215475999543837,151,80
8739,0.541023915972676,152,80
8740,0.43088726442137826,153,80
8741,0.6990072073797879,154,80
8742,0.8848459287494663,155,80
8743,0.3814168320647071,156,80
8744,0.8772432434470326,157,80
8745,0.06937454866887238,158,80
8746,0.9433335090362005,159,80
8747,0.5130475716692139,160,80
8748,0.09264959004872175,161,80
8749,0.3954990672213933,162,80
8750,0.8669712757841247,163,80
8751,0.5337236528073858,164,80
8752,0.7654487960124121,165,80
577,0.6987462480523992,94,28
6717,0.8342227476500875,152,53
6718,0.8331135401446377,153,53
6719,0.5274128483812012,154,53
6720,0.8009506644143659,155,53
8753,0.45692225318471036,166,80
6721,0.1875770811483085,156,53
6722,0.6053787979460442,157,53
8754,0.02876628983942553,167,80
8755,0.6299091145991409,168,80
8756,0.006242229104231334,170,80
8757,0.6800570586632966,169,80
8758,0.3018640532269422,176,80
1499,0.48832678222288906,164,27
1500,0.1679163824680756,165,27
1501,0.6725613803995643,166,27
3393,0.03471544828597828,240,27
3394,0.9053286425387428,241,27
3395,0.3536687771890402,242,27
3396,0.7059355698931887,243,27
3397,0.39380117931346503,244,27
3398,0.09796188884438761,245,27
3414,0.9990111402945726,246,27
6723,0.3165540960824217,158,53
6724,0.4422705463698676,159,53
6725,0.5925359064175959,160,53
6726,0.6582435043635331,161,53
6727,0.12014982365357463,162,53
10664,0.11708369313949996,161,91
10665,0.3316417788545667,162,91
14448,0.11457531502184659,208,115
195,0.8385449501131675,53,19
2733,0.9610337346655805,186,19
2734,0.9775301505491182,136,19
2735,0.09671854409179581,82,19
2736,0.13757486328259683,83,19
14452,0.7116707356862416,212,115
14453,0.2895810856921387,213,115
14454,0.04127466405987268,214,115
2176,0.37229531969135055,80,37
2177,0.08206812812596842,82,37
18430,0.1602104465866766,124,132
18431,0.6612823458405571,125,132
18432,0.5881777295478499,126,132
852,0.5165598336714369,15,31
853,0.677579643542339,16,31
3692,0.9777864001226979,192,43
3693,0.22119580847655274,195,43
3694,0.8387728980906312,196,43
3695,0.18602560047664773,197,43
854,0.961035225224502,19,31
855,0.48074077353222844,18,31
856,0.20630438417686137,21,31
2018,0.9890408018645845,186,16
2019,0.7391454784991714,136,16
2020,0.07638235315623276,79,16
2021,0.23612696886234352,80,16
2022,0.38534456411145857,82,16
2023,0.009708985039016849,83,16
2024,0.27909242105261256,84,16
2025,0.18803829000644434,85,16
2026,0.8717278846116147,137,16
29,0.10142617371453921,52,16
30,0.31580429659297815,20,16
31,0.5941760297300928,50,16
32,0.398419315365266,55,16
2027,0.415320624568561,86,16
34,0.7686191288570802,58,16
35,0.7823289258907545,60,16
4248,0.0841584692609263,127,41
4260,0.8267379555929911,145,41
4261,0.25881881676872065,146,41
4262,0.8204059775005683,148,41
4263,0.6650964513007376,149,41
4271,0.34979653381452924,156,41
4272,0.0008366313597059083,157,41
4273,0.8088201760594707,158,41
4274,0.33745423770598826,159,41
4275,0.7416851169907372,160,41
4276,0.28172568164937106,161,41
4277,0.5582763111429444,162,41
4278,0.8980671084948324,163,41
6728,0.3134181483174511,163,53
14455,0.4006381061210882,215,115
14457,0.6983678578261259,217,115
18352,0.06656039462619667,266,132
18354,0.6984373009973647,224,132
8759,0.9531752484308473,171,80
8760,0.16625690202613264,172,80
8761,0.08655855661916778,174,80
8762,0.8877764676851564,177,80
8763,0.8810458828009149,178,80
8764,0.3440269871331686,179,80
8765,0.15044946438720985,180,80
8766,0.37945392483757945,181,80
8767,0.7631509992902309,189,80
8768,0.08755948869602548,190,80
8769,0.262887348543406,182,80
8770,0.8160349695561091,183,80
8771,0.8960878843815883,193,80
8772,0.1151627980681108,184,80
8773,0.49613740722412014,185,80
8774,0.2047667524630542,194,80
8775,0.4064730825648606,191,80
8776,0.44359041682739186,192,80
6729,0.720863464203026,164,53
6730,0.13258649214612295,165,53
6731,0.8428687923877147,166,53
6732,0.34612661130348243,167,53
1203,0.5079295286672744,87,27
1207,0.15198645044435688,89,27
1208,0.10541032267031325,90,27
1209,0.9243958685681972,15,27
1508,0.3560354575499465,172,27
6733,0.891376079083071,168,53
8122,0.18766397450229433,121,70
8123,0.7931523971548139,142,70
8124,0.8575833543745189,143,70
8157,0.4129654095081773,162,70
591,0.9102489659742267,104,28
592,0.6839460488892467,105,28
596,0.773151289780318,107,28
1131,0.12748169191843595,51,33
6734,0.47098880958683054,170,53
6735,0.27322603518214605,169,53
6736,0.6033947599732631,176,53
6737,0.3421593571638427,171,53
6738,0.3932116210995684,172,53
6739,0.37273968016604064,174,53
6740,0.9745387172497074,177,53
1139,0.06033564107048173,101,33
1140,0.587706128526586,102,33
3563,0.5987956960531339,85,43
3564,0.27403951493124623,137,43
3565,0.11303554049239883,52,43
3712,0.8917645529350174,214,43
1141,0.323667265693643,139,33
1142,0.21330709053546493,103,33
1143,0.9231287855539958,104,33
1144,0.6467469313479199,105,33
1145,0.8360191708173663,107,33
1146,0.7453287880890819,108,33
1147,0.9489386954008552,109,33
1927,0.3853358407343964,175,33
1159,0.7412754278430249,81,33
1929,0.3207715279977881,173,33
1161,0.6620163756196623,119,33
1163,0.632620208710826,121,33
1164,0.07910524795819585,142,33
1931,0.5271219566965962,144,33
1165,0.13300859188387293,122,33
1166,0.8549266820808165,53,33
1167,0.05731439327606769,123,33
1168,0.9952108550622719,124,33
1169,0.26959587305632204,125,33
1170,0.8115520181456467,126,33
1171,0.16328136576087104,127,33
1172,0.7983748435375193,128,33
1963,0.07389635186139065,178,33
1964,0.5536143760373817,179,33
1965,0.21992516675114882,180,33
1966,0.4301861270019637,181,33
1967,0.8060102692517787,189,33
1968,0.5563764738331419,190,33
2000,0.5802019578254028,218,33
2008,0.8973012871264273,226,33
2010,0.39350687209125523,228,33
2011,0.09337162618701789,229,33
4264,0.9740316541533919,150,41
4265,0.09132097077629886,147,41
4266,0.07432054895019624,151,41
4267,0.9374135428164935,152,41
4268,0.12201429871574121,153,41
4269,0.1893803668938443,154,41
4270,0.9808102210417232,155,41
4282,0.6440434188200659,167,41
4283,0.06982910114492746,168,41
2031,0.3635181742269331,89,16
2032,0.9915810085481257,90,16
40,0.45720884537342854,15,16
42,0.16017344660177746,16,16
43,0.42183442690838047,19,16
44,0.40972238756284984,18,16
45,0.9058358494792056,21,16
46,0.856340811421384,22,16
47,0.4390357082904571,23,16
2033,0.09426550887609597,91,16
2034,0.21862719120876462,92,16
2035,0.6830445359208386,93,16
2036,0.07676943275918591,94,16
49,0.8910932410047031,51,16
2043,0.2505417182251034,101,16
2044,0.8493267114396678,102,16
914,0.21680217572895344,87,12
162,0.23293506836899713,61,12
163,0.24662138220687124,10,12
915,0.43367380794879595,88,12
917,0.215709600980604,90,12
164,0.052008348465755305,15,12
166,0.9147574461110947,16,12
167,0.9732432418419312,19,12
168,0.778342607367801,18,12
918,0.28096964572860406,91,12
919,0.0903272647491844,92,12
8777,0.8894482184493312,195,80
8778,0.2185484033521965,196,80
8779,0.4045689079996585,197,80
8782,0.5613105262485109,200,80
8783,0.4533736167884187,201,80
8784,0.7405483945233857,202,80
8790,0.3393875592921741,208,80
8794,0.5003684796619603,212,80
8795,0.18006794476765764,213,80
8796,0.2225660285929526,214,80
8797,0.8814296545592931,215,80
6741,0.62593099482797,178,53
6742,0.32421703929425016,179,53
6743,0.12727804475133087,180,53
6744,0.44867211680371155,181,53
6745,0.16314991834002845,189,53
6746,0.14510408844680245,190,53
6747,0.5914106524937115,182,53
8158,0.3392956641167707,163,70
1932,0.5822238367738642,145,33
1934,0.4224453599682918,148,33
1935,0.47978369320916314,149,33
1936,0.7617657945056,150,33
1937,0.2365526026940058,147,33
2575,0.10538008318262893,23,15
2638,0.024897206696057106,146,15
2639,0.7575526557589197,148,15
2737,0.4444844415014906,84,19
2738,0.050482327774191815,85,19
2739,0.6036982647621009,137,19
1938,0.07345112594001246,151,33
1939,0.3073831848504468,152,33
1940,0.5619495823511653,153,33
1941,0.3165520326417476,154,33
1942,0.6035968307615389,155,33
1943,0.966339595543424,156,33
3169,0.9187039898140067,87,39
3170,0.8439088238769423,61,39
3171,0.1630612958546026,10,39
3172,0.619459155273972,88,39
3173,0.7934636094182986,89,39
1944,0.5508489053212229,157,33
14458,0.24249155279299617,218,115
14459,0.15666257170547604,219,115
14460,0.17434779818351642,220,115
14461,0.5174614726998488,221,115
14462,0.8467869690487113,222,115
14463,0.49789705240524473,223,115
14465,0.18254945215023077,265,115
14466,0.9235157341815355,266,115
18355,0.9767549647832248,225,132
18356,0.1463339578270194,268,132
1947,0.5646286374336273,160,33
1948,0.3877854635383554,161,33
1954,0.25004593466845215,167,33
10666,0.04676109780159843,163,91
10667,0.5491051552446754,164,91
1955,0.9982733577837719,168,33
1956,0.041430080142494385,170,33
1957,0.15042586939109492,169,33
1958,0.5581974695966491,176,33
1959,0.9010225683623317,171,33
1961,0.20953528390683251,174,33
1962,0.9722117447668045,177,33
2012,0.9591635700875085,230,33
2013,0.5399681374200079,231,33
2014,0.7756595644850897,232,33
3416,0.2566608141556814,234,33
